Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","368","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","368","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.52","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","368","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.61","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","368","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","368","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","372","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","372","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","372","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.96","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","372","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","372","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","376","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","376","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","376","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.82","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","376","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","376","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","388","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","388","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","388","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","388","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","388","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","392","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.1","X","Figure from international organizations",""
